order_id,timestamp_start,timestamp_end,station_id,shift,process_time_mins,rework_time_mins,total_time_mins,labor_cost_per_hour,defect_flag,status,rework_cost,delay_cost,hour
ORD-1497,2026-04-01 22:34:00,2026-04-01 22:45:14.766563,Station_A,Night,11.25,0.0,11.25,48.06,0,Success,0.0,0.0,22
ORD-1498,2026-04-01 22:36:00,2026-04-01 22:53:09.399963,Station_C,Night,17.16,0.0,17.16,27.03,0,Delayed,0.0,0.97,22
ORD-1499,2026-04-01 22:38:00,2026-04-01 22:48:53.432385,Station_A,Night,10.89,0.0,10.89,44.74,0,Success,0.0,0.0,22
ORD-1500,2026-04-01 22:40:00,2026-04-01 22:55:46.970565,Station_A,Night,15.78,0.0,15.78,47.69,0,Delayed,0.0,0.62,22
ORD-1501,2026-04-01 22:42:00,2026-04-01 22:50:30.600688,Station_D,Night,8.51,0.0,8.51,33.19,0,Success,0.0,0.0,22
ORD-1502,2026-04-01 22:44:00,2026-04-01 22:58:08.512232,Station_B,Night,14.14,0.0,14.14,43.08,0,Success,0.0,0.0,22
ORD-1503,2026-04-01 22:46:00,2026-04-01 22:54:27.770049,Station_D,Night,8.46,0.0,8.46,34.64,0,Success,0.0,0.0,22
ORD-1504,2026-04-01 22:48:00,2026-04-01 23:02:17.868172,Station_D,Night,14.3,0.0,14.3,32.25,0,Success,0.0,0.0,22
ORD-1505,2026-04-01 22:50:00,2026-04-01 23:05:35.738926,Station_C,Night,15.6,0.0,15.6,31.27,0,Delayed,0.0,0.31,22
ORD-1506,2026-04-01 22:52:00,2026-04-01 23:04:26.545915,Station_B,Night,12.44,0.0,12.44,34.63,0,Success,0.0,0.0,22
ORD-1507,2026-04-01 22:54:00,2026-04-01 23:07:14.733015,Station_D,Night,13.25,0.0,13.25,44.64,0,Success,0.0,0.0,22
ORD-1508,2026-04-01 22:56:00,2026-04-01 23:20:25.770071,Station_C,Night,17.45,6.98,24.43,49.05,1,Failed,5.71,0.0,22
ORD-1509,2026-04-01 22:58:00,2026-04-01 23:13:55.381349,Station_D,Night,15.92,0.0,15.92,41.4,0,Delayed,0.0,0.64,22
ORD-1510,2026-04-01 23:00:00,2026-04-01 23:16:57.402046,Station_D,Night,16.96,0.0,16.96,38.83,0,Delayed,0.0,1.27,23
ORD-1511,2026-04-01 23:02:00,2026-04-01 23:29:27.946948,Station_C,Night,27.47,0.0,27.47,31.86,0,Delayed,0.0,6.62,23
ORD-1512,2026-04-01 23:04:00,2026-04-01 23:19:22.727157,Station_C,Night,15.38,0.0,15.38,25.35,0,Delayed,0.0,0.16,23
ORD-1513,2026-04-01 23:06:00,2026-04-01 23:28:07.833504,Station_C,Night,15.81,6.32,22.13,42.99,1,Failed,4.53,0.0,23
ORD-1514,2026-04-01 23:08:00,2026-04-01 23:28:49.341414,Station_D,Night,20.82,0.0,20.82,28.29,0,Delayed,0.0,2.75,23
ORD-1515,2026-04-01 23:10:00,2026-04-01 23:36:24.676207,Station_C,Night,26.41,0.0,26.41,40.67,0,Delayed,0.0,7.73,23
ORD-1516,2026-04-01 23:12:00,2026-04-01 23:25:54.636963,Station_A,Night,13.91,0.0,13.91,40.0,0,Success,0.0,0.0,23
ORD-1517,2026-04-01 23:14:00,2026-04-01 23:24:17.297613,Station_A,Night,10.29,0.0,10.29,42.28,0,Success,0.0,0.0,23
ORD-1518,2026-04-01 23:16:00,2026-04-01 23:27:36.039748,Station_B,Night,11.6,0.0,11.6,37.35,0,Success,0.0,0.0,23
ORD-1519,2026-04-01 23:18:00,2026-04-01 23:29:24.909430,Station_A,Night,11.42,0.0,11.42,49.36,0,Success,0.0,0.0,23
ORD-1520,2026-04-01 23:20:00,2026-04-01 23:31:40.077102,Station_B,Night,11.67,0.0,11.67,35.3,0,Success,0.0,0.0,23
ORD-1521,2026-04-01 23:22:00,2026-04-01 23:35:17.713435,Station_A,Night,13.3,0.0,13.3,33.43,0,Success,0.0,0.0,23
ORD-1522,2026-04-01 23:24:00,2026-04-01 23:30:08.886885,Station_D,Night,6.15,0.0,6.15,29.14,0,Success,0.0,0.0,23
ORD-1523,2026-04-01 23:26:00,2026-04-01 23:38:24.857516,Station_B,Night,12.41,0.0,12.41,32.52,0,Success,0.0,0.0,23
ORD-1524,2026-04-01 23:28:00,2026-04-02 00:00:33.479488,Station_C,Night,23.26,9.3,32.56,35.23,1,Failed,5.46,0.0,23
ORD-1525,2026-04-01 23:30:00,2026-04-01 23:47:39.415415,Station_A,Night,17.66,0.0,17.66,33.35,0,Delayed,0.0,1.48,23
ORD-1526,2026-04-01 23:32:00,2026-04-01 23:45:50.739562,Station_B,Night,13.85,0.0,13.85,38.67,0,Success,0.0,0.0,23
ORD-1527,2026-04-01 23:34:00,2026-04-01 23:53:27.831800,Station_A,Night,13.9,5.56,19.46,46.39,1,Failed,4.3,0.0,23
ORD-1528,2026-04-01 23:36:00,2026-04-01 23:47:52.800788,Station_A,Night,11.88,0.0,11.88,41.9,0,Success,0.0,0.0,23
ORD-1529,2026-04-01 23:38:00,2026-04-01 23:51:19.127845,Station_A,Night,13.32,0.0,13.32,38.82,0,Success,0.0,0.0,23
ORD-1530,2026-04-01 23:40:00,2026-04-01 23:53:40.619975,Station_A,Night,13.68,0.0,13.68,38.92,0,Success,0.0,0.0,23
ORD-1531,2026-04-01 23:42:00,2026-04-01 23:57:50.553445,Station_A,Night,11.32,4.53,15.84,34.94,1,Failed,2.64,0.0,23
ORD-1532,2026-04-01 23:44:00,2026-04-01 23:56:19.617869,Station_B,Night,12.33,0.0,12.33,40.39,0,Success,0.0,0.0,23
ORD-1533,2026-04-01 23:46:00,2026-04-01 23:52:01.145054,Station_C,Night,6.02,0.0,6.02,34.4,0,Success,0.0,0.0,23
ORD-1534,2026-04-01 23:48:00,2026-04-02 00:09:20.217976,Station_D,Night,21.34,0.0,21.34,47.0,0,Delayed,0.0,4.96,23
ORD-1535,2026-04-01 23:50:00,2026-04-01 23:59:04.753994,Station_B,Night,9.08,0.0,9.08,39.59,0,Success,0.0,0.0,23
ORD-1536,2026-04-01 23:52:00,2026-04-02 00:02:02.751341,Station_B,Night,10.05,0.0,10.05,49.54,0,Success,0.0,0.0,23
ORD-1537,2026-04-01 23:54:00,2026-04-02 00:04:10.516628,Station_B,Night,10.18,0.0,10.18,29.34,0,Success,0.0,0.0,23
ORD-1538,2026-04-01 23:56:00,2026-04-02 00:02:46.621422,Station_D,Night,6.78,0.0,6.78,38.76,0,Success,0.0,0.0,23
ORD-1539,2026-04-01 23:58:00,2026-04-02 00:15:59.795740,Station_A,Night,18.0,0.0,18.0,41.54,0,Delayed,0.0,2.07,23
ORD-1540,2026-04-02 00:00:00,2026-04-02 00:22:07.575474,Station_D,Night,22.13,0.0,22.13,25.96,0,Delayed,0.0,3.08,0
ORD-1541,2026-04-02 00:02:00,2026-04-02 00:20:35.399088,Station_D,Night,18.59,0.0,18.59,47.94,0,Delayed,0.0,2.87,0
ORD-1542,2026-04-02 00:04:00,2026-04-02 00:46:17.212852,Station_C,Night,30.2,12.08,42.29,26.79,1,Failed,5.39,0.0,0
ORD-1543,2026-04-02 00:06:00,2026-04-02 00:23:59.834210,Station_A,Night,18.0,0.0,18.0,32.02,0,Delayed,0.0,1.6,0
ORD-1544,2026-04-02 00:08:00,2026-04-02 00:21:10.053755,Station_B,Night,13.17,0.0,13.17,33.98,0,Success,0.0,0.0,0
ORD-1545,2026-04-02 00:10:00,2026-04-02 00:39:09.289071,Station_C,Night,20.82,8.33,29.15,29.27,1,Failed,4.06,0.0,0
ORD-1546,2026-04-02 00:12:00,2026-04-02 00:27:10.598388,Station_D,Night,15.18,0.0,15.18,34.64,0,Delayed,0.0,0.1,0
ORD-1547,2026-04-02 00:14:00,2026-04-02 00:26:14.806455,Station_D,Night,12.25,0.0,12.25,41.77,0,Success,0.0,0.0,0
ORD-1548,2026-04-02 00:16:00,2026-04-02 00:27:32.214888,Station_A,Night,11.54,0.0,11.54,37.45,0,Success,0.0,0.0,0
ORD-1549,2026-04-02 00:18:00,2026-04-02 00:31:52.743918,Station_A,Night,13.88,0.0,13.88,41.77,0,Success,0.0,0.0,0
ORD-1550,2026-04-02 00:20:00,2026-04-02 00:32:52.807017,Station_B,Night,12.88,0.0,12.88,45.87,0,Success,0.0,0.0,0
ORD-1551,2026-04-02 00:22:00,2026-04-02 00:40:28.293525,Station_A,Night,13.19,5.28,18.47,41.38,1,Failed,3.64,0.0,0
ORD-1552,2026-04-02 00:24:00,2026-04-02 00:40:48.332810,Station_A,Night,16.81,0.0,16.81,48.0,0,Delayed,0.0,1.44,0
ORD-1553,2026-04-02 00:26:00,2026-04-02 00:40:24.043149,Station_B,Night,14.4,0.0,14.4,45.06,0,Success,0.0,0.0,0
ORD-1554,2026-04-02 00:28:00,2026-04-02 00:39:57.996185,Station_A,Night,11.97,0.0,11.97,49.31,0,Success,0.0,0.0,0
ORD-1555,2026-04-02 00:30:00,2026-04-02 00:40:59.707238,Station_A,Night,11.0,0.0,11.0,45.41,0,Success,0.0,0.0,0
ORD-1556,2026-04-02 00:32:00,2026-04-02 00:44:35.988134,Station_D,Night,12.6,0.0,12.6,46.05,0,Success,0.0,0.0,0
ORD-1557,2026-04-02 00:34:00,2026-04-02 00:40:52.292317,Station_D,Night,6.87,0.0,6.87,35.87,0,Success,0.0,0.0,0
ORD-1558,2026-04-02 00:36:00,2026-04-02 00:54:42.659197,Station_D,Night,18.71,0.0,18.71,42.65,0,Delayed,0.0,2.64,0
ORD-1559,2026-04-02 00:38:00,2026-04-02 00:50:35.448771,Station_C,Night,12.59,0.0,12.59,41.66,0,Success,0.0,0.0,0
ORD-1560,2026-04-02 00:40:00,2026-04-02 00:56:07.154666,Station_A,Night,16.12,0.0,16.12,38.09,0,Delayed,0.0,0.71,0
ORD-1561,2026-04-02 00:42:00,2026-04-02 01:04:41.192260,Station_A,Night,22.69,0.0,22.69,46.83,0,Delayed,0.0,6.0,0
ORD-1562,2026-04-02 00:44:00,2026-04-02 01:01:17.884489,Station_B,Night,17.3,0.0,17.3,34.36,0,Delayed,0.0,1.32,0
ORD-1563,2026-04-02 00:46:00,2026-04-02 00:57:11.247954,Station_B,Night,11.19,0.0,11.19,35.29,0,Success,0.0,0.0,0
ORD-1564,2026-04-02 00:48:00,2026-04-02 01:01:53.037065,Station_A,Night,13.88,0.0,13.88,29.47,0,Success,0.0,0.0,0
ORD-1565,2026-04-02 00:50:00,2026-04-02 01:03:18.067428,Station_D,Night,13.3,0.0,13.3,43.26,0,Success,0.0,0.0,0
ORD-1566,2026-04-02 00:52:00,2026-04-02 01:05:50.966035,Station_A,Night,13.85,0.0,13.85,39.9,0,Success,0.0,0.0,0
ORD-1567,2026-04-02 00:54:00,2026-04-02 01:04:10.286172,Station_B,Night,10.17,0.0,10.17,49.65,0,Success,0.0,0.0,0
ORD-1568,2026-04-02 00:56:00,2026-04-02 01:17:46.396725,Station_D,Night,15.55,6.22,21.77,43.39,1,Failed,4.5,0.0,0
ORD-1569,2026-04-02 00:58:00,2026-04-02 01:10:10.865270,Station_B,Night,12.18,0.0,12.18,32.34,0,Success,0.0,0.0,0
ORD-1570,2026-04-02 01:00:00,2026-04-02 01:10:30.010187,Station_D,Night,10.5,0.0,10.5,30.65,0,Success,0.0,0.0,1
ORD-1571,2026-04-02 01:02:00,2026-04-02 01:12:51.168222,Station_D,Night,10.85,0.0,10.85,30.13,0,Success,0.0,0.0,1
ORD-1572,2026-04-02 01:04:00,2026-04-02 01:19:36.987468,Station_D,Night,15.62,0.0,15.62,26.91,0,Delayed,0.0,0.28,1
ORD-1573,2026-04-02 01:06:00,2026-04-02 01:21:37.277292,Station_D,Night,15.62,0.0,15.62,46.67,0,Delayed,0.0,0.48,1
ORD-1574,2026-04-02 01:08:00,2026-04-02 01:18:27.207898,Station_D,Night,10.45,0.0,10.45,33.06,0,Success,0.0,0.0,1
ORD-1575,2026-04-02 01:10:00,2026-04-02 01:41:08.182008,Station_C,Night,22.24,8.9,31.14,34.75,1,Failed,5.15,0.0,1
ORD-1576,2026-04-02 01:12:00,2026-04-02 01:35:26.041546,Station_D,Night,16.74,6.7,23.43,30.43,1,Failed,3.4,0.0,1
ORD-1577,2026-04-02 01:14:00,2026-04-02 01:26:12.049295,Station_A,Night,12.2,0.0,12.2,42.46,0,Success,0.0,0.0,1
ORD-1578,2026-04-02 01:16:00,2026-04-02 01:27:50.380392,Station_B,Night,11.84,0.0,11.84,47.28,0,Success,0.0,0.0,1
ORD-1579,2026-04-02 01:18:00,2026-04-02 01:38:20.532615,Station_D,Night,20.34,0.0,20.34,39.95,0,Delayed,0.0,3.56,1
ORD-1580,2026-04-02 01:20:00,2026-04-02 01:30:50.075020,Station_A,Night,10.83,0.0,10.83,49.71,0,Success,0.0,0.0,1
ORD-1581,2026-04-02 01:22:00,2026-04-02 01:35:34.028586,Station_D,Night,13.57,0.0,13.57,34.06,0,Success,0.0,0.0,1
ORD-1582,2026-04-02 01:24:00,2026-04-02 01:36:10.123010,Station_B,Night,12.17,0.0,12.17,31.53,0,Success,0.0,0.0,1
ORD-1583,2026-04-02 01:26:00,2026-04-02 01:36:14.193786,Station_B,Night,10.24,0.0,10.24,34.19,0,Success,0.0,0.0,1
ORD-1584,2026-04-02 01:28:00,2026-04-02 01:38:25.403689,Station_D,Night,10.42,0.0,10.42,31.82,0,Success,0.0,0.0,1
ORD-1585,2026-04-02 01:30:00,2026-04-02 01:45:37.389129,Station_C,Night,15.62,0.0,15.62,42.64,0,Delayed,0.0,0.44,1
ORD-1586,2026-04-02 01:32:00,2026-04-02 01:42:57.502116,Station_A,Night,10.96,0.0,10.96,49.17,0,Success,0.0,0.0,1
ORD-1587,2026-04-02 01:34:00,2026-04-02 01:47:06.861761,Station_B,Night,13.11,0.0,13.11,43.92,0,Success,0.0,0.0,1
ORD-1588,2026-04-02 01:36:00,2026-04-02 01:45:19.153878,Station_B,Night,9.32,0.0,9.32,29.84,0,Success,0.0,0.0,1
ORD-1589,2026-04-02 01:38:00,2026-04-02 01:54:07.535878,Station_D,Night,16.13,0.0,16.13,47.33,0,Delayed,0.0,0.89,1
ORD-1590,2026-04-02 01:40:00,2026-04-02 01:50:28.333219,Station_D,Night,10.47,0.0,10.47,32.39,0,Success,0.0,0.0,1
ORD-1591,2026-04-02 01:42:00,2026-04-02 01:54:27.970152,Station_B,Night,12.47,0.0,12.47,48.62,0,Success,0.0,0.0,1
ORD-1592,2026-04-02 01:44:00,2026-04-02 02:03:19.650058,Station_D,Night,19.33,0.0,19.33,32.81,0,Delayed,0.0,2.37,1
ORD-1593,2026-04-02 01:46:00,2026-04-02 01:56:03.470329,Station_A,Night,10.06,0.0,10.06,39.12,0,Success,0.0,0.0,1
ORD-1594,2026-04-02 01:48:00,2026-04-02 01:56:25.319049,Station_C,Night,8.42,0.0,8.42,34.61,0,Success,0.0,0.0,1
ORD-1595,2026-04-02 01:50:00,2026-04-02 02:04:39.337016,Station_D,Night,14.66,0.0,14.66,46.24,0,Success,0.0,0.0,1
ORD-1596,2026-04-02 01:52:00,2026-04-02 02:04:57.677974,Station_A,Night,12.96,0.0,12.96,44.47,0,Success,0.0,0.0,1
ORD-1597,2026-04-02 01:54:00,2026-04-02 02:19:58.678949,Station_C,Night,18.56,7.42,25.98,27.5,1,Failed,3.4,0.0,1
ORD-1598,2026-04-02 01:56:00,2026-04-02 02:07:48.105307,Station_D,Night,11.8,0.0,11.8,38.51,0,Success,0.0,0.0,1
ORD-1599,2026-04-02 01:58:00,2026-04-02 02:11:15.058117,Station_A,Night,13.25,0.0,13.25,40.25,0,Success,0.0,0.0,1
ORD-1600,2026-04-02 02:00:00,2026-04-02 02:21:20.858430,Station_C,Night,21.35,0.0,21.35,40.19,0,Delayed,0.0,4.25,2
ORD-1601,2026-04-02 02:02:00,2026-04-02 02:15:27.166107,Station_D,Night,13.45,0.0,13.45,42.64,0,Success,0.0,0.0,2
ORD-1602,2026-04-02 02:04:00,2026-04-02 02:17:33.943647,Station_B,Night,13.57,0.0,13.57,47.52,0,Success,0.0,0.0,2
ORD-1603,2026-04-02 02:06:00,2026-04-02 02:35:41.493433,Station_C,Night,29.69,0.0,29.69,36.22,0,Delayed,0.0,8.87,2
ORD-1604,2026-04-02 02:08:00,2026-04-02 02:26:18.017166,Station_D,Night,18.3,0.0,18.3,48.35,0,Delayed,0.0,2.66,2
ORD-1605,2026-04-02 02:10:00,2026-04-02 02:32:48.988782,Station_D,Night,22.82,0.0,22.82,46.05,0,Delayed,0.0,6.0,2
ORD-1606,2026-04-02 02:12:00,2026-04-02 02:24:55.397068,Station_B,Night,12.92,0.0,12.92,48.0,0,Success,0.0,0.0,2
ORD-1607,2026-04-02 02:14:00,2026-04-02 02:31:35.354887,Station_A,Night,17.59,0.0,17.59,30.5,0,Delayed,0.0,1.32,2
ORD-1608,2026-04-02 02:16:00,2026-04-02 02:29:14.951957,Station_A,Night,13.25,0.0,13.25,30.97,0,Success,0.0,0.0,2
ORD-1609,2026-04-02 02:18:00,2026-04-02 02:38:56.905597,Station_D,Night,20.95,0.0,20.95,38.9,0,Delayed,0.0,3.86,2
ORD-1610,2026-04-02 02:20:00,2026-04-02 02:33:37.326193,Station_D,Night,13.62,0.0,13.62,49.58,0,Success,0.0,0.0,2
ORD-1611,2026-04-02 02:22:00,2026-04-02 02:39:34.848512,Station_D,Night,17.58,0.0,17.58,37.75,0,Delayed,0.0,1.62,2
ORD-1612,2026-04-02 02:24:00,2026-04-02 02:37:23.234048,Station_B,Night,13.39,0.0,13.39,36.9,0,Success,0.0,0.0,2
ORD-1613,2026-04-02 02:26:00,2026-04-02 02:37:16.623490,Station_A,Night,11.28,0.0,11.28,29.17,0,Success,0.0,0.0,2
ORD-1614,2026-04-02 02:28:00,2026-04-02 02:42:09.878897,Station_D,Night,10.12,4.05,14.16,40.0,1,Failed,2.7,0.0,2
ORD-1615,2026-04-02 02:30:00,2026-04-02 02:45:01.249841,Station_A,Night,15.02,0.0,15.02,28.1,0,Delayed,0.0,0.01,2
ORD-1616,2026-04-02 02:32:00,2026-04-02 02:49:35.344688,Station_C,Night,17.59,0.0,17.59,48.21,0,Delayed,0.0,2.08,2
ORD-1617,2026-04-02 02:34:00,2026-04-02 02:55:56.926813,Station_C,Night,21.95,0.0,21.95,42.72,0,Delayed,0.0,4.95,2
ORD-1618,2026-04-02 02:36:00,2026-04-02 02:50:50.170999,Station_A,Night,14.84,0.0,14.84,47.84,0,Success,0.0,0.0,2
ORD-1619,2026-04-02 02:38:00,2026-04-02 02:58:31.184333,Station_D,Night,20.52,0.0,20.52,31.16,0,Delayed,0.0,2.87,2
ORD-1620,2026-04-02 02:40:00,2026-04-02 02:51:24.379056,Station_A,Night,11.41,0.0,11.41,39.36,0,Success,0.0,0.0,2
ORD-1621,2026-04-02 02:42:00,2026-04-02 02:52:07.896010,Station_A,Night,10.13,0.0,10.13,33.76,0,Success,0.0,0.0,2
ORD-1622,2026-04-02 02:44:00,2026-04-02 02:56:47.245573,Station_A,Night,12.79,0.0,12.79,46.1,0,Success,0.0,0.0,2
ORD-1623,2026-04-02 02:46:00,2026-04-02 03:13:48.317859,Station_C,Night,19.86,7.94,27.81,40.84,1,Failed,5.41,0.0,2
ORD-1624,2026-04-02 02:48:00,2026-04-02 03:00:11.732923,Station_A,Night,12.2,0.0,12.2,44.56,0,Success,0.0,0.0,2
ORD-1625,2026-04-02 02:50:00,2026-04-02 02:58:12.970593,Station_A,Night,8.22,0.0,8.22,33.41,0,Success,0.0,0.0,2
ORD-1626,2026-04-02 02:52:00,2026-04-02 03:03:47.499450,Station_D,Night,11.79,0.0,11.79,38.74,0,Success,0.0,0.0,2
ORD-1627,2026-04-02 02:54:00,2026-04-02 03:04:01.108258,Station_D,Night,10.02,0.0,10.02,28.93,0,Success,0.0,0.0,2
ORD-1628,2026-04-02 02:56:00,2026-04-02 03:12:04.746488,Station_D,Night,16.08,0.0,16.08,29.91,0,Delayed,0.0,0.54,2
ORD-1629,2026-04-02 02:58:00,2026-04-02 03:10:08.804594,Station_B,Night,12.15,0.0,12.15,44.2,0,Success,0.0,0.0,2
ORD-1630,2026-04-02 03:00:00,2026-04-02 03:14:43.229847,Station_C,Night,14.72,0.0,14.72,35.05,0,Success,0.0,0.0,3
ORD-1631,2026-04-02 03:02:00,2026-04-02 03:11:44.477042,Station_A,Night,9.74,0.0,9.74,38.22,0,Success,0.0,0.0,3
ORD-1632,2026-04-02 03:04:00,2026-04-02 03:13:37.981444,Station_B,Night,9.63,0.0,9.63,38.92,0,Success,0.0,0.0,3
ORD-1633,2026-04-02 03:06:00,2026-04-02 03:22:51.614755,Station_B,Night,16.86,0.0,16.86,30.36,0,Delayed,0.0,0.94,3
ORD-1634,2026-04-02 03:08:00,2026-04-02 03:18:06.966694,Station_A,Night,10.12,0.0,10.12,36.42,0,Success,0.0,0.0,3
ORD-1635,2026-04-02 03:10:00,2026-04-02 03:21:02.043717,Station_D,Night,11.03,0.0,11.03,37.94,0,Success,0.0,0.0,3
ORD-1636,2026-04-02 03:12:00,2026-04-02 03:24:59.537933,Station_B,Night,12.99,0.0,12.99,32.7,0,Success,0.0,0.0,3
ORD-1637,2026-04-02 03:14:00,2026-04-02 03:25:07.132242,Station_D,Night,11.12,0.0,11.12,40.26,0,Success,0.0,0.0,3
ORD-1638,2026-04-02 03:16:00,2026-04-02 03:31:50.055884,Station_C,Night,15.83,0.0,15.83,31.14,0,Delayed,0.0,0.43,3
ORD-1639,2026-04-02 03:18:00,2026-04-02 03:31:53.637058,Station_D,Night,13.89,0.0,13.89,40.43,0,Success,0.0,0.0,3
ORD-1640,2026-04-02 03:20:00,2026-04-02 03:41:04.631985,Station_C,Night,21.08,0.0,21.08,42.92,0,Delayed,0.0,4.35,3
ORD-1641,2026-04-02 03:22:00,2026-04-02 03:37:21.703995,Station_C,Night,10.97,4.39,15.36,28.11,1,Failed,2.06,0.0,3
ORD-1642,2026-04-02 03:24:00,2026-04-02 03:33:50.484177,Station_B,Night,9.84,0.0,9.84,26.65,0,Success,0.0,0.0,3
ORD-1643,2026-04-02 03:26:00,2026-04-02 03:34:10.153557,Station_D,Night,8.17,0.0,8.17,47.78,0,Success,0.0,0.0,3
ORD-1644,2026-04-02 03:28:00,2026-04-02 03:42:04.061253,Station_C,Night,14.07,0.0,14.07,33.48,0,Success,0.0,0.0,3
ORD-1645,2026-04-02 03:30:00,2026-04-02 03:43:21.657612,Station_C,Night,13.36,0.0,13.36,49.9,0,Success,0.0,0.0,3
ORD-1646,2026-04-02 03:32:00,2026-04-02 03:49:57.888390,Station_C,Night,17.96,0.0,17.96,28.11,0,Delayed,0.0,1.39,3
ORD-1647,2026-04-02 03:34:00,2026-04-02 03:57:11.202983,Station_C,Night,16.56,6.62,23.19,49.35,1,Failed,5.45,0.0,3
ORD-1648,2026-04-02 03:36:00,2026-04-02 03:55:26.567662,Station_D,Night,19.44,0.0,19.44,25.25,0,Delayed,0.0,1.87,3
ORD-1649,2026-04-02 03:38:00,2026-04-02 03:49:03.891157,Station_D,Night,11.06,0.0,11.06,36.38,0,Success,0.0,0.0,3
ORD-1650,2026-04-02 03:40:00,2026-04-02 03:50:53.862359,Station_B,Night,10.9,0.0,10.9,35.82,0,Success,0.0,0.0,3
ORD-1651,2026-04-02 03:42:00,2026-04-02 03:55:42.071697,Station_D,Night,13.7,0.0,13.7,45.93,0,Success,0.0,0.0,3
ORD-1652,2026-04-02 03:44:00,2026-04-02 03:57:34.816811,Station_B,Night,13.58,0.0,13.58,44.75,0,Success,0.0,0.0,3
ORD-1653,2026-04-02 03:46:00,2026-04-02 04:20:07.766177,Station_C,Night,24.38,9.75,34.13,47.43,1,Failed,7.71,0.0,3
ORD-1654,2026-04-02 03:48:00,2026-04-02 04:02:49.315934,Station_D,Night,14.82,0.0,14.82,37.66,0,Success,0.0,0.0,3
ORD-1655,2026-04-02 03:50:00,2026-04-02 04:02:36.360846,Station_D,Night,12.61,0.0,12.61,37.34,0,Success,0.0,0.0,3
ORD-1656,2026-04-02 03:52:00,2026-04-02 04:05:24.689870,Station_A,Night,13.41,0.0,13.41,30.92,0,Success,0.0,0.0,3
ORD-1657,2026-04-02 03:54:00,2026-04-02 04:04:39.456654,Station_B,Night,10.66,0.0,10.66,34.3,0,Success,0.0,0.0,3
ORD-1658,2026-04-02 03:56:00,2026-04-02 04:08:52.463823,Station_C,Night,12.87,0.0,12.87,35.84,0,Success,0.0,0.0,3
ORD-1659,2026-04-02 03:58:00,2026-04-02 04:10:27.268231,Station_B,Night,12.45,0.0,12.45,25.33,0,Success,0.0,0.0,3
ORD-1660,2026-04-02 04:00:00,2026-04-02 04:14:46.501116,Station_A,Night,14.78,0.0,14.78,43.54,0,Success,0.0,0.0,4
ORD-1661,2026-04-02 04:02:00,2026-04-02 04:14:51.605471,Station_B,Night,12.86,0.0,12.86,38.43,0,Success,0.0,0.0,4
ORD-1662,2026-04-02 04:04:00,2026-04-02 04:18:20.146556,Station_A,Night,14.34,0.0,14.34,32.56,0,Success,0.0,0.0,4
ORD-1663,2026-04-02 04:06:00,2026-04-02 04:21:16.483614,Station_A,Night,15.27,0.0,15.27,42.5,0,Delayed,0.0,0.19,4
ORD-1664,2026-04-02 04:08:00,2026-04-02 04:19:36.269470,Station_A,Night,11.6,0.0,11.6,31.72,0,Success,0.0,0.0,4
ORD-1665,2026-04-02 04:10:00,2026-04-02 04:21:12.576541,Station_A,Night,11.21,0.0,11.21,27.36,0,Success,0.0,0.0,4
ORD-1666,2026-04-02 04:12:00,2026-04-02 04:25:16.353491,Station_B,Night,13.27,0.0,13.27,31.24,0,Success,0.0,0.0,4
ORD-1667,2026-04-02 04:14:00,2026-04-02 04:24:52.420341,Station_D,Night,10.87,0.0,10.87,49.38,0,Success,0.0,0.0,4
ORD-1668,2026-04-02 04:16:00,2026-04-02 04:33:29.501421,Station_A,Night,12.49,5.0,17.49,47.86,1,Failed,3.99,0.0,4
ORD-1669,2026-04-02 04:18:00,2026-04-02 04:31:13.901762,Station_B,Night,13.23,0.0,13.23,33.59,0,Success,0.0,0.0,4
ORD-1670,2026-04-02 04:20:00,2026-04-02 04:30:13.111638,Station_A,Night,10.22,0.0,10.22,42.19,0,Success,0.0,0.0,4
ORD-1671,2026-04-02 04:22:00,2026-04-02 04:34:19.578843,Station_D,Night,12.33,0.0,12.33,28.08,0,Success,0.0,0.0,4
ORD-1672,2026-04-02 04:24:00,2026-04-02 04:37:43.398718,Station_B,Night,13.72,0.0,13.72,49.2,0,Success,0.0,0.0,4
ORD-1673,2026-04-02 04:26:00,2026-04-02 04:40:38.890015,Station_B,Night,14.65,0.0,14.65,48.25,0,Success,0.0,0.0,4
ORD-1674,2026-04-02 04:28:00,2026-04-02 04:40:29.231437,Station_B,Night,12.49,0.0,12.49,27.68,0,Success,0.0,0.0,4
ORD-1675,2026-04-02 04:30:00,2026-04-02 04:39:32.202716,Station_A,Night,9.54,0.0,9.54,38.3,0,Success,0.0,0.0,4
ORD-1676,2026-04-02 04:32:00,2026-04-02 04:41:17.566145,Station_D,Night,9.29,0.0,9.29,44.26,0,Success,0.0,0.0,4
ORD-1677,2026-04-02 04:34:00,2026-04-02 04:45:00.711372,Station_C,Night,11.01,0.0,11.01,43.02,0,Success,0.0,0.0,4
ORD-1678,2026-04-02 04:36:00,2026-04-02 04:51:53.702642,Station_D,Night,15.9,0.0,15.9,39.62,0,Delayed,0.0,0.59,4
ORD-1679,2026-04-02 04:38:00,2026-04-02 04:53:12.053158,Station_D,Night,15.2,0.0,15.2,33.46,0,Delayed,0.0,0.11,4
ORD-1680,2026-04-02 04:40:00,2026-04-02 05:03:05.931991,Station_D,Night,16.5,6.6,23.1,49.35,1,Failed,5.43,0.0,4
